timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
3,max_1,max,1,4,10018.75,5.0,15.0,7.5,0.5,2.5,7.5,18.75,30.75,,
3,rnd_1,random,1,4,10013.75,20.0,60.0,15.0,0.25,-5.0,45.0,13.75,150.0,,
4,fair_1,fair,1,4,9999.75,20.0,60.0,6.0,0.1,-14.0,54.0,-0.25,151.5,,
4,max_1,max,1,4,10006.0,5.0,15.0,11.25,0.75,6.25,3.75,6.0,34.5,,
4,rnd_1,random,1,4,10001.0,20.0,60.0,15.0,0.25,-5.0,45.0,1.0,195.0,,
5,fair_1,fair,1,4,9997.5,5.0,15.0,1.5,0.1,-3.5,13.5,-2.5,165.0,,
5,max_1,max,1,4,10003.75,5.0,15.0,11.25,0.75,6.25,3.75,3.75,38.25,,
5,rnd_1,random,1,4,9998.75,20.0,60.0,15.0,0.25,-5.0,45.0,-1.25,240.0,,
6,fair_1,fair,1,4,10008.75,5.0,15.0,15.0,1.0,10.0,0.0,8.75,165.0,,
6,max_1,max,1,4,10015.0,5.0,15.0,11.25,0.75,6.25,3.75,15.0,42.0,,
6,rnd_1,random,1,4,9995.0,20.0,60.0,0.0,0.0,-20.0,60.0,-5.0,300.0,,
7,fair_1,fair,1,4,10005.0,5.0,15.0,15.0,1.0,10.0,0.0,5.0,165.0,,
7,max_1,max,1,4,10011.25,5.0,15.0,11.25,0.75,6.25,3.75,11.25,45.75,,
7,rnd_1,random,1,4,10051.25,20.0,60.0,60.0,1.0,40.0,0.0,51.25,300.0,,
8,fair_1,fair,1,4,10037.25,20.0,60.0,6.0,0.1,-14.0,54.0,37.25,219.0,,
8,max_1,max,1,4,10043.5,5.0,15.0,11.25,0.75,6.25,3.75,43.5,49.5,,
8,rnd_1,random,1,4,10023.5,20.0,60.0,0.0,0.0,-20.0,60.0,23.5,360.0,,
9,fair_1,fair,1,4,10022.25,5.0,15.0,3.75,0.25,-1.25,11.25,22.25,230.25,,
9,max_1,max,1,4,10028.5,5.0,15.0,11.25,0.75,6.25,3.75,28.5,53.25,,
9,rnd_1,random,1,4,10068.5,20.0,60.0,60.0,1.0,40.0,0.0,68.5,360.0,,
10,fair_1,fair,1,4,10108.5,20.0,60.0,60.0,1.0,40.0,0.0,108.5,230.25,,
10,max_1,max,1,4,10133.5,20.0,60.0,45.0,0.75,25.0,15.0,133.5,68.25,,
10,rnd_1,random,1,4,10158.5,20.0,60.0,45.0,0.75,25.0,15.0,158.5,375.0,,
11,fair_1,fair,1,4,10144.5,20.0,60.0,6.0,0.1,-14.0,54.0,144.5,284.25,,
11,max_1,max,1,4,10147.0,5.0,15.0,7.5,0.5,2.5,7.5,147.0,75.75,,
11,rnd_1,random,1,4,10127.0,20.0,60.0,0.0,0.0,-20.0,60.0,127.0,435.0,,
12,fair_1,fair,1,4,10123.5,5.0,15.0,1.5,0.1,-3.5,13.5,123.5,297.75,,
12,max_1,max,1,4,10129.75,5.0,15.0,11.25,0.75,6.25,3.75,129.75,79.5,,
12,rnd_1,random,1,4,10109.75,20.0,60.0,0.0,0.0,-20.0,60.0,109.75,495.0,,
13,fair_1,fair,1,4,10119.75,5.0,15.0,15.0,1.0,10.0,0.0,119.75,297.75,,
13,max_1,max,1,4,10122.25,5.0,15.0,7.5,0.5,2.5,7.5,122.25,87.0,,
13,rnd_1,random,1,4,10102.25,20.0,60.0,0.0,0.0,-20.0,60.0,102.25,555.0,,
14,fair_1,fair,1,4,10142.25,20.0,60.0,60.0,1.0,40.0,0.0,142.25,297.75,,
14,max_1,max,1,4,10144.75,5.0,15.0,7.5,0.5,2.5,7.5,144.75,94.5,,
14,rnd_1,random,1,4,10139.75,20.0,60.0,15.0,0.25,-5.0,45.0,139.75,600.0,,
15,fair_1,fair,1,4,10125.75,20.0,60.0,6.0,0.1,-14.0,54.0,125.75,351.75,,
15,max_1,max,1,4,10132.0,5.0,15.0,11.25,0.75,6.25,3.75,132.0,98.25,,
15,rnd_1,random,1,4,10127.0,20.0,60.0,15.0,0.25,-5.0,45.0,127.0,645.0,,
16,fair_1,fair,1,4,10129.5,5.0,15.0,7.5,0.5,2.5,7.5,129.5,359.25,,
16,max_1,max,1,4,10135.75,5.0,15.0,11.25,0.75,6.25,3.75,135.75,102.0,,
16,rnd_1,random,1,4,10175.75,20.0,60.0,60.0,1.0,40.0,0.0,175.75,645.0,,
17,fair_1,fair,1,4,10215.75,20.0,60.0,60.0,1.0,40.0,0.0,215.75,359.25,,
17,max_1,max,1,4,10225.75,20.0,60.0,30.0,0.5,10.0,30.0,225.75,132.0,,
17,rnd_1,random,1,4,10265.75,20.0,60.0,60.0,1.0,40.0,0.0,265.75,645.0,,
18,fair_1,fair,1,4,10251.75,20.0,60.0,6.0,0.1,-14.0,54.0,251.75,413.25,,
18,max_1,max,1,4,10254.25,5.0,15.0,7.5,0.5,2.5,7.5,254.25,139.5,,
18,rnd_1,random,1,4,10234.25,20.0,60.0,0.0,0.0,-20.0,60.0,234.25,705.0,,
19,fair_1,fair,1,4,10230.75,5.0,15.0,1.5,0.1,-3.5,13.5,230.75,426.75,,
19,max_1,max,1,4,10237.0,5.0,15.0,11.25,0.75,6.25,3.75,237.0,143.25,,
19,rnd_1,random,1,4,10277.0,20.0,60.0,60.0,1.0,40.0,0.0,277.0,705.0,,
20,fair_1,fair,1,4,10317.0,20.0,60.0,60.0,1.0,40.0,0.0,317.0,426.75,,
20,max_1,max,1,4,10327.0,20.0,60.0,30.0,0.5,10.0,30.0,327.0,173.25,,
20,rnd_1,random,1,4,10322.0,20.0,60.0,15.0,0.25,-5.0,45.0,322.0,750.0,,
21,fair_1,fair,1,4,10308.0,20.0,60.0,6.0,0.1,-14.0,54.0,308.0,480.75,,
21,max_1,max,1,4,10310.5,5.0,15.0,7.5,0.5,2.5,7.5,310.5,180.75,,
21,rnd_1,random,1,4,10350.5,20.0,60.0,60.0,1.0,40.0,0.0,350.5,750.0,,
22,fair_1,fair,1,4,10336.5,20.0,60.0,6.0,0.1,-14.0,54.0,336.5,534.75,,
22,max_1,max,1,4,10342.75,5.0,15.0,11.25,0.75,6.25,3.75,342.75,184.5,,
22,rnd_1,random,1,4,10367.75,20.0,60.0,45.0,0.75,25.0,15.0,367.75,765.0,,
23,fair_1,fair,1,4,10407.75,20.0,60.0,60.0,1.0,40.0,0.0,407.75,534.75,,
23,max_1,max,1,4,10417.75,20.0,60.0,30.0,0.5,10.0,30.0,417.75,214.5,,
23,rnd_1,random,1,4,10412.75,20.0,60.0,15.0,0.25,-5.0,45.0,412.75,810.0,,
24,fair_1,fair,1,4,10398.75,20.0,60.0,6.0,0.1,-14.0,54.0,398.75,588.75,,
24,max_1,max,1,4,10401.25,5.0,15.0,7.5,0.5,2.5,7.5,401.25,222.0,,
24,rnd_1,random,1,4,10426.25,20.0,60.0,45.0,0.75,25.0,15.0,426.25,825.0,,
25,fair_1,fair,1,4,10466.25,20.0,60.0,60.0,1.0,40.0,0.0,466.25,588.75,,
25,max_1,max,1,4,10491.25,20.0,60.0,45.0,0.75,25.0,15.0,491.25,237.0,,
25,rnd_1,random,1,4,10531.25,20.0,60.0,60.0,1.0,40.0,0.0,531.25,825.0,,
26,fair_1,fair,1,4,10571.25,20.0,60.0,60.0,1.0,40.0,0.0,571.25,588.75,,
26,max_1,max,1,4,10581.25,20.0,60.0,30.0,0.5,10.0,30.0,581.25,267.0,,
26,rnd_1,random,1,4,10591.25,20.0,60.0,30.0,0.5,10.0,30.0,591.25,855.0,,
27,fair_1,fair,1,4,10586.25,20.0,60.0,15.0,0.25,-5.0,45.0,586.25,633.75,,
27,max_1,max,1,4,10592.5,5.0,15.0,11.25,0.75,6.25,3.75,592.5,270.75,,
27,rnd_1,random,1,4,10572.5,20.0,60.0,0.0,0.0,-20.0,60.0,572.5,915.0,,
28,fair_1,fair,1,4,10612.5,20.0,60.0,60.0,1.0,40.0,0.0,612.5,633.75,,
28,max_1,max,1,4,10622.5,20.0,60.0,30.0,0.5,10.0,30.0,622.5,300.75,,
28,rnd_1,random,1,4,10617.5,20.0,60.0,15.0,0.25,-5.0,45.0,617.5,960.0,,
29,fair_1,fair,1,4,10657.5,20.0,60.0,60.0,1.0,40.0,0.0,657.5,633.75,,
29,max_1,max,1,4,10667.5,20.0,60.0,30.0,0.5,10.0,30.0,667.5,330.75,,
29,rnd_1,random,1,4,10692.5,20.0,60.0,45.0,0.75,25.0,15.0,692.5,975.0,,
30,fair_1,fair,1,4,10687.5,20.0,60.0,15.0,0.25,-5.0,45.0,687.5,678.75,,
30,max_1,max,1,4,10697.5,20.0,60.0,30.0,0.5,10.0,30.0,697.5,360.75,,
30,rnd_1,random,1,4,10707.5,20.0,60.0,30.0,0.5,10.0,30.0,707.5,1005.0,,
31,fair_1,fair,1,4,10747.5,20.0,60.0,60.0,1.0,40.0,0.0,747.5,678.75,,
31,max_1,max,1,4,10772.5,20.0,60.0,45.0,0.75,25.0,15.0,772.5,375.75,,
31,rnd_1,random,1,4,10782.5,20.0,60.0,30.0,0.5,10.0,30.0,782.5,1035.0,,
32,fair_1,fair,1,4,10822.5,20.0,60.0,60.0,1.0,40.0,0.0,822.5,678.75,,
32,max_1,max,1,4,10832.5,20.0,60.0,30.0,0.5,10.0,30.0,832.5,405.75,,
32,rnd_1,random,1,4,10827.5,20.0,60.0,15.0,0.25,-5.0,45.0,827.5,1080.0,,
33,fair_1,fair,1,4,10822.5,20.0,60.0,15.0,0.25,-5.0,45.0,822.5,723.75,,
33,max_1,max,1,4,10847.5,20.0,60.0,45.0,0.75,25.0,15.0,847.5,420.75,,
33,rnd_1,random,1,4,10842.5,20.0,60.0,15.0,0.25,-5.0,45.0,842.5,1125.0,,
34,fair_1,fair,1,4,10882.5,20.0,60.0,60.0,1.0,40.0,0.0,882.5,723.75,,
34,max_1,max,1,4,10892.5,20.0,60.0,30.0,0.5,10.0,30.0,892.5,450.75,,
34,rnd_1,random,1,4,10902.5,20.0,60.0,30.0,0.5,10.0,30.0,902.5,1155.0,,
35,fair_1,fair,1,4,10942.5,20.0,60.0,60.0,1.0,40.0,0.0,942.5,723.75,,
35,max_1,max,1,4,10967.5,20.0,60.0,45.0,0.75,25.0,15.0,967.5,465.75,,
35,rnd_1,random,1,4,10947.5,20.0,60.0,0.0,0.0,-20.0,60.0,947.5,1215.0,,
36,fair_1,fair,1,4,10942.5,20.0,60.0,15.0,0.25,-5.0,45.0,942.5,768.75,,
36,max_1,max,1,4,10952.5,20.0,60.0,30.0,0.5,10.0,30.0,952.5,495.75,,
36,rnd_1,random,1,4,10932.5,20.0,60.0,0.0,0.0,-20.0,60.0,932.5,1275.0,,
37,fair_1,fair,1,4,10972.5,20.0,60.0,60.0,1.0,40.0,0.0,972.5,768.75,,
37,max_1,max,1,4,10997.5,20.0,60.0,45.0,0.75,25.0,15.0,997.5,510.75,,
37,rnd_1,random,1,4,11022.5,20.0,60.0,45.0,0.75,25.0,15.0,1022.5,1290.0,,
38,fair_1,fair,1,4,11062.5,20.0,60.0,60.0,1.0,40.0,0.0,1062.5,768.75,,
38,max_1,max,1,4,11072.5,20.0,60.0,30.0,0.5,10.0,30.0,1072.5,540.75,,
38,rnd_1,random,1,4,11052.5,20.0,60.0,0.0,0.0,-20.0,60.0,1052.5,1350.0,,
39,fair_1,fair,1,4,11047.5,20.0,60.0,15.0,0.25,-5.0,45.0,1047.5,813.75,,
39,max_1,max,1,4,11072.5,20.0,60.0,45.0,0.75,25.0,15.0,1072.5,555.75,,
39,rnd_1,random,1,4,11082.5,20.0,60.0,30.0,0.5,10.0,30.0,1082.5,1380.0,,
40,fair_1,fair,1,4,11122.5,20.0,60.0,60.0,1.0,40.0,0.0,1122.5,813.75,,
40,max_1,max,1,4,11132.5,20.0,60.0,30.0,0.5,10.0,30.0,1132.5,585.75,,
40,rnd_1,random,1,4,11142.5,20.0,60.0,30.0,0.5,10.0,30.0,1142.5,1410.0,,
41,fair_1,fair,1,4,11182.5,20.0,60.0,60.0,1.0,40.0,0.0,1182.5,813.75,,
41,max_1,max,1,4,11207.5,20.0,60.0,45.0,0.75,25.0,15.0,1207.5,600.75,,
41,rnd_1,random,1,4,11247.5,20.0,60.0,60.0,1.0,40.0,0.0,1247.5,1410.0,,
42,fair_1,fair,1,4,11233.5,20.0,60.0,6.0,0.1,-14.0,54.0,1233.5,867.75,,
42,max_1,max,1,4,11243.5,20.0,60.0,30.0,0.5,10.0,30.0,1243.5,630.75,,
42,rnd_1,random,1,4,11253.5,20.0,60.0,30.0,0.5,10.0,30.0,1253.5,1440.0,,
43,fair_1,fair,1,4,11293.5,20.0,60.0,60.0,1.0,40.0,0.0,1293.5,867.75,,
43,max_1,max,1,4,11318.5,20.0,60.0,45.0,0.75,25.0,15.0,1318.5,645.75,,
43,rnd_1,random,1,4,11298.5,20.0,60.0,0.0,0.0,-20.0,60.0,1298.5,1500.0,,
44,fair_1,fair,1,4,11338.5,20.0,60.0,60.0,1.0,40.0,0.0,1338.5,867.75,,
44,max_1,max,1,4,11348.5,20.0,60.0,30.0,0.5,10.0,30.0,1348.5,675.75,,
44,rnd_1,random,1,4,11373.5,20.0,60.0,45.0,0.75,25.0,15.0,1373.5,1515.0,,
45,fair_1,fair,1,4,11368.5,20.0,60.0,15.0,0.25,-5.0,45.0,1368.5,912.75,,
45,max_1,max,1,4,11393.5,20.0,60.0,45.0,0.75,25.0,15.0,1393.5,690.75,,
45,rnd_1,random,1,4,11433.5,20.0,60.0,60.0,1.0,40.0,0.0,1433.5,1515.0,,
46,fair_1,fair,1,4,11473.5,20.0,60.0,60.0,1.0,40.0,0.0,1473.5,912.75,,
46,max_1,max,1,4,11483.5,20.0,60.0,30.0,0.5,10.0,30.0,1483.5,720.75,,
46,rnd_1,random,1,4,11463.5,20.0,60.0,0.0,0.0,-20.0,60.0,1463.5,1575.0,,
47,fair_1,fair,1,4,11503.5,20.0,60.0,60.0,1.0,40.0,0.0,1503.5,912.75,,
47,max_1,max,1,4,11528.5,20.0,60.0,45.0,0.75,25.0,15.0,1528.5,735.75,,
47,rnd_1,random,1,4,11553.5,20.0,60.0,45.0,0.75,25.0,15.0,1553.5,1590.0,,
48,fair_1,fair,1,4,11548.5,20.0,60.0,15.0,0.25,-5.0,45.0,1548.5,957.75,,
48,max_1,max,1,4,11558.5,20.0,60.0,30.0,0.5,10.0,30.0,1558.5,765.75,,
48,rnd_1,random,1,4,11538.5,20.0,60.0,0.0,0.0,-20.0,60.0,1538.5,1650.0,,
49,fair_1,fair,1,4,11578.5,20.0,60.0,60.0,1.0,40.0,0.0,1578.5,957.75,,
49,max_1,max,1,4,11603.5,20.0,60.0,45.0,0.75,25.0,15.0,1603.5,780.75,,
49,rnd_1,random,1,4,11643.5,20.0,60.0,60.0,1.0,40.0,0.0,1643.5,1650.0,,
50,fair_1,fair,1,4,11683.5,20.0,60.0,60.0,1.0,40.0,0.0,1683.5,957.75,,
50,max_1,max,1,4,11693.5,20.0,60.0,30.0,0.5,10.0,30.0,1693.5,810.75,,
50,rnd_1,random,1,4,11703.5,20.0,60.0,30.0,0.5,10.0,30.0,1703.5,1680.0,,
51,fair_1,fair,1,4,11698.5,20.0,60.0,15.0,0.25,-5.0,45.0,1698.5,1002.75,,
51,max_1,max,1,4,11723.5,20.0,60.0,45.0,0.75,25.0,15.0,1723.5,825.75,,
51,rnd_1,random,1,4,11763.5,20.0,60.0,60.0,1.0,40.0,0.0,1763.5,1680.0,,
52,fair_1,fair,1,4,11803.5,20.0,60.0,60.0,1.0,40.0,0.0,1803.5,1002.75,,
52,max_1,max,1,4,11813.5,20.0,60.0,30.0,0.5,10.0,30.0,1813.5,855.75,,
52,rnd_1,random,1,4,11823.5,20.0,60.0,30.0,0.5,10.0,30.0,1823.5,1710.0,,
53,fair_1,fair,1,4,11863.5,20.0,60.0,60.0,1.0,40.0,0.0,1863.5,1002.75,,
53,max_1,max,1,4,11888.5,20.0,60.0,45.0,0.75,25.0,15.0,1888.5,870.75,,
53,rnd_1,random,1,4,11928.5,20.0,60.0,60.0,1.0,40.0,0.0,1928.5,1710.0,,
54,fair_1,fair,1,4,11914.5,20.0,60.0,6.0,0.1,-14.0,54.0,1914.5,1056.75,,
54,max_1,max,1,4,11924.5,20.0,60.0,30.0,0.5,10.0,30.0,1924.5,900.75,,
54,rnd_1,random,1,4,11919.5,20.0,60.0,15.0,0.25,-5.0,45.0,1919.5,1755.0,,
55,fair_1,fair,1,4,11959.5,20.0,60.0,60.0,1.0,40.0,0.0,1959.5,1056.75,,
55,max_1,max,1,4,11984.5,20.0,60.0,45.0,0.75,25.0,15.0,1984.5,915.75,,
55,rnd_1,random,1,4,11964.5,20.0,60.0,0.0,0.0,-20.0,60.0,1964.5,1815.0,,
56,fair_1,fair,1,4,12004.5,20.0,60.0,60.0,1.0,40.0,0.0,2004.5,1056.75,,
56,max_1,max,1,4,12014.5,20.0,60.0,30.0,0.5,10.0,30.0,2014.5,945.75,,
56,rnd_1,random,1,4,11994.5,20.0,60.0,0.0,0.0,-20.0,60.0,1994.5,1875.0,,
57,fair_1,fair,1,4,11989.5,20.0,60.0,15.0,0.25,-5.0,45.0,1989.5,1101.75,,
57,max_1,max,1,4,12014.5,20.0,60.0,45.0,0.75,25.0,15.0,2014.5,960.75,,
57,rnd_1,random,1,4,12009.5,20.0,60.0,15.0,0.25,-5.0,45.0,2009.5,1920.0,,
58,fair_1,fair,1,4,12049.5,20.0,60.0,60.0,1.0,40.0,0.0,2049.5,1101.75,,
58,max_1,max,1,4,12059.5,20.0,60.0,30.0,0.5,10.0,30.0,2059.5,990.75,,
58,rnd_1,random,1,4,12069.5,20.0,60.0,30.0,0.5,10.0,30.0,2069.5,1950.0,,
59,fair_1,fair,1,4,12109.5,20.0,60.0,60.0,1.0,40.0,0.0,2109.5,1101.75,,
59,max_1,max,1,4,12134.5,20.0,60.0,45.0,0.75,25.0,15.0,2134.5,1005.75,,
59,rnd_1,random,1,4,12114.5,20.0,60.0,0.0,0.0,-20.0,60.0,2114.5,2010.0,,
60,fair_1,fair,1,4,12109.5,20.0,60.0,15.0,0.25,-5.0,45.0,2109.5,1146.75,,
60,max_1,max,1,4,12119.5,20.0,60.0,30.0,0.5,10.0,30.0,2119.5,1035.75,,
60,rnd_1,random,1,4,12114.5,20.0,60.0,15.0,0.25,-5.0,45.0,2114.5,2055.0,,
61,fair_1,fair,1,4,12154.5,20.0,60.0,60.0,1.0,40.0,0.0,2154.5,1146.75,,
61,max_1,max,1,4,12179.5,20.0,60.0,45.0,0.75,25.0,15.0,2179.5,1050.75,,
61,rnd_1,random,1,4,12159.5,20.0,60.0,0.0,0.0,-20.0,60.0,2159.5,2115.0,,
62,fair_1,fair,1,4,12199.5,20.0,60.0,60.0,1.0,40.0,0.0,2199.5,1146.75,,
62,max_1,max,1,4,12209.5,20.0,60.0,30.0,0.5,10.0,30.0,2209.5,1080.75,,
62,rnd_1,random,1,4,12234.5,20.0,60.0,45.0,0.75,25.0,15.0,2234.5,2130.0,,
63,fair_1,fair,1,4,12229.5,20.0,60.0,15.0,0.25,-5.0,45.0,2229.5,1191.75,,
63,max_1,max,1,4,12254.5,20.0,60.0,45.0,0.75,25.0,15.0,2254.5,1095.75,,
63,rnd_1,random,1,4,12264.5,20.0,60.0,30.0,0.5,10.0,30.0,2264.5,2160.0,,
64,fair_1,fair,1,4,12304.5,20.0,60.0,60.0,1.0,40.0,0.0,2304.5,1191.75,,
64,max_1,max,1,4,12314.5,20.0,60.0,30.0,0.5,10.0,30.0,2314.5,1125.75,,
64,rnd_1,random,1,4,12339.5,20.0,60.0,45.0,0.75,25.0,15.0,2339.5,2175.0,,
65,fair_1,fair,1,4,12379.5,20.0,60.0,60.0,1.0,40.0,0.0,2379.5,1191.75,,
65,max_1,max,1,4,12404.5,20.0,60.0,45.0,0.75,25.0,15.0,2404.5,1140.75,,
65,rnd_1,random,1,4,12414.5,20.0,60.0,30.0,0.5,10.0,30.0,2414.5,2205.0,,
66,fair_1,fair,1,4,12409.5,20.0,60.0,15.0,0.25,-5.0,45.0,2409.5,1236.75,,
66,max_1,max,1,4,12419.5,20.0,60.0,30.0,0.5,10.0,30.0,2419.5,1170.75,,
66,rnd_1,random,1,4,12414.5,20.0,60.0,15.0,0.25,-5.0,45.0,2414.5,2250.0,,
67,fair_1,fair,1,4,12454.5,20.0,60.0,60.0,1.0,40.0,0.0,2454.5,1236.75,,
67,max_1,max,1,4,12479.5,20.0,60.0,45.0,0.75,25.0,15.0,2479.5,1185.75,,
67,rnd_1,random,1,4,12489.5,20.0,60.0,30.0,0.5,10.0,30.0,2489.5,2280.0,,
68,fair_1,fair,1,4,12529.5,20.0,60.0,60.0,1.0,40.0,0.0,2529.5,1236.75,,
68,max_1,max,1,4,12539.5,20.0,60.0,30.0,0.5,10.0,30.0,2539.5,1215.75,,
68,rnd_1,random,1,4,12549.5,20.0,60.0,30.0,0.5,10.0,30.0,2549.5,2310.0,,
69,fair_1,fair,1,4,12544.5,20.0,60.0,15.0,0.25,-5.0,45.0,2544.5,1281.75,,
69,max_1,max,1,4,12569.5,20.0,60.0,45.0,0.75,25.0,15.0,2569.5,1230.75,,
69,rnd_1,random,1,4,12564.5,20.0,60.0,15.0,0.25,-5.0,45.0,2564.5,2355.0,,
70,fair_1,fair,1,4,12604.5,20.0,60.0,60.0,1.0,40.0,0.0,2604.5,1281.75,,
70,max_1,max,1,4,12614.5,20.0,60.0,30.0,0.5,10.0,30.0,2614.5,1260.75,,
70,rnd_1,random,1,4,12624.5,20.0,60.0,30.0,0.5,10.0,30.0,2624.5,2385.0,,
71,fair_1,fair,1,4,12664.5,20.0,60.0,60.0,1.0,40.0,0.0,2664.5,1281.75,,
71,max_1,max,1,4,12689.5,20.0,60.0,45.0,0.75,25.0,15.0,2689.5,1275.75,,
71,rnd_1,random,1,4,12669.5,20.0,60.0,0.0,0.0,-20.0,60.0,2669.5,2445.0,,
72,fair_1,fair,1,4,12664.5,20.0,60.0,15.0,0.25,-5.0,45.0,2664.5,1326.75,,
