timestep,dyad_idx,agent_name,agent_type,ii_edge,aa_edge,observation_depth,investor_wealth,investor_cumulative,dyad_investor_cumulative,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,agent_cumulative,episode
8,1,a2,fair,1,0,4,75.0,20.0,55.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,135.0,1
9,0,a1,max,1,0,4,-15.0,20.0,-35.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,105.0,1
9,1,a2,fair,1,0,4,87.5,32.5,67.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,142.5,1
0,0,a1,max,1,0,4,25.0,5.0,5.0,10.0,10.0,30.0,15.0,0.5,5.0,15.0,15.0,2
0,1,a2,fair,1,0,4,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2
1,0,a1,max,1,0,4,20.0,0.0,0.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,30.0,2
1,1,a2,fair,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2
2,0,a1,max,1,0,4,15.0,-5.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,45.0,2
2,1,a2,fair,1,0,4,20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2
3,0,a1,max,1,0,4,10.0,-10.0,-10.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,60.0,2
3,1,a2,fair,1,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2
4,0,a1,max,1,0,4,0.0,-20.0,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,2
4,1,a2,fair,1,0,4,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2
5,0,a1,max,1,0,4,-10.0,-30.0,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,120.0,2
5,1,a2,fair,1,0,4,20.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2
6,0,a1,max,1,0,4,-25.0,-45.0,-45.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,165.0,2
6,1,a2,fair,1,0,4,20.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2
7,0,a1,max,1,0,4,-30.0,-50.0,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,180.0,2
7,1,a2,fair,1,0,4,20.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2
8,0,a1,max,1,0,4,-35.0,-55.0,-55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,195.0,2
8,1,a2,fair,1,0,4,45.0,-30.0,25.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,15.0,2
9,0,a1,max,1,0,4,-40.0,-35.0,-60.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,210.0,2
9,1,a2,fair,1,0,4,70.0,-10.0,50.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,30.0,2
0,0,a1,max,1,0,4,25.0,5.0,5.0,10.0,10.0,30.0,15.0,0.5,5.0,15.0,15.0,3
0,1,a2,fair,1,0,4,17.5,2.5,-2.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,22.5,3
1,0,a1,max,1,0,4,15.0,-7.5,-5.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,45.0,3
1,1,a2,fair,1,0,4,7.5,-17.5,-12.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,52.5,3
2,0,a1,max,1,0,4,22.5,-10.0,2.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,67.5,3
2,1,a2,fair,1,0,4,-2.5,-20.0,-22.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,82.5,3
3,0,a1,max,1,0,4,2.5,-40.0,-17.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,127.5,3
3,1,a2,fair,1,0,4,3.75,-33.75,-16.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,86.25,3
4,0,a1,max,1,0,4,2.5,-33.75,-17.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,127.5,3
4,1,a2,fair,1,0,4,16.25,-21.25,-3.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,93.75,3
5,0,a1,max,1,0,4,-2.5,-26.25,-22.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,142.5,3
5,1,a2,fair,1,0,4,28.75,-13.75,8.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,101.25,3
6,0,a1,max,1,0,4,-2.5,-13.75,-22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.5,3
6,1,a2,fair,1,0,4,53.75,11.25,33.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,116.25,3
7,0,a1,max,1,0,4,-22.5,-8.75,-42.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,202.5,3
7,1,a2,fair,1,0,4,53.75,-8.75,33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,116.25,3
8,0,a1,max,1,0,4,-32.5,-18.75,-52.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,232.5,3
8,1,a2,fair,1,0,4,53.75,-18.75,33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,116.25,3
9,0,a1,max,1,0,4,-42.5,-28.75,-62.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,262.5,3
9,1,a2,fair,1,0,4,53.75,-28.75,33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,116.25,3
0,0,a1,max,1,0,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,4
0,1,a2,fair,1,0,4,5.0,-12.5,-15.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,45.0,4
1,0,a1,max,1,0,4,22.5,-12.5,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,7.5,4
1,1,a2,fair,1,0,4,1.25,-16.25,-18.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,78.75,4
2,0,a1,max,1,0,4,22.5,-16.25,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,7.5,4
2,1,a2,fair,1,0,4,-2.5,-20.0,-22.5,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,112.5,4
3,0,a1,max,1,0,4,22.5,-20.0,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,7.5,4
3,1,a2,fair,1,0,4,3.75,-13.75,-16.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,116.25,4
4,0,a1,max,1,0,4,22.5,-13.75,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,7.5,4
4,1,a2,fair,1,0,4,22.5,5.0,2.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,127.5,4
5,0,a1,max,1,0,4,22.5,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4
5,1,a2,fair,1,0,4,35.0,17.5,15.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,135.0,4
6,0,a1,max,1,0,4,22.5,17.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4
6,1,a2,fair,1,0,4,47.5,30.0,27.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,142.5,4
7,0,a1,max,1,0,4,22.5,30.0,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,7.5,4
7,1,a2,fair,1,0,4,66.25,48.75,46.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,153.75,4
8,0,a1,max,1,0,4,22.5,48.75,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,7.5,4
8,1,a2,fair,1,0,4,72.5,55.0,52.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,157.5,4
9,0,a1,max,1,0,4,22.5,55.0,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,7.5,4
9,1,a2,fair,1,0,4,78.75,61.25,58.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,161.25,4
0,0,a1,max,1,0,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,5
0,1,a2,fair,1,0,4,17.5,0.0,-2.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,22.5,5
1,0,a1,max,1,0,4,22.5,0.0,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,7.5,5
1,1,a2,fair,1,0,4,2.5,-15.0,-17.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,67.5,5
2,0,a1,max,1,0,4,25.0,-12.5,5.0,5.0,5.0,15.0,7.5,0.5,2.5,7.5,15.0,5
2,1,a2,fair,1,0,4,-1.25,-16.25,-21.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,101.25,5
3,0,a1,max,1,0,4,20.0,-21.25,0.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,30.0,5
3,1,a2,fair,1,0,4,-5.0,-25.0,-25.0,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,135.0,5
4,0,a1,max,1,0,4,15.0,-30.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,45.0,5
4,1,a2,fair,1,0,4,13.75,-11.25,-6.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,146.25,5
5,0,a1,max,1,0,4,10.0,-16.25,-10.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,60.0,5
5,1,a2,fair,1,0,4,32.5,2.5,12.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,157.5,5
6,0,a1,max,1,0,4,5.0,-2.5,-15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,5
6,1,a2,fair,1,0,4,51.25,16.25,31.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,168.75,5
7,0,a1,max,1,0,4,0.0,11.25,-20.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,90.0,5
7,1,a2,fair,1,0,4,70.0,30.0,50.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,180.0,5
8,0,a1,max,1,0,4,-5.0,25.0,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,105.0,5
8,1,a2,fair,1,0,4,88.75,43.75,68.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,191.25,5
9,0,a1,max,1,0,4,-15.0,33.75,-35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,135.0,5
9,1,a2,fair,1,0,4,107.5,52.5,87.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,202.5,5
0,0,a1,max,1,0,4,27.5,7.5,7.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,22.5,6
0,1,a2,fair,1,0,4,20.0,7.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
1,0,a1,max,1,0,4,17.5,-2.5,-2.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,52.5,6
1,1,a2,fair,1,0,4,20.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,6
2,0,a1,max,1,0,4,25.0,5.0,5.0,15.0,15.0,45.0,22.5,0.5,7.5,22.5,75.0,6
2,1,a2,fair,1,0,4,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
3,0,a1,max,1,0,4,10.0,-10.0,-10.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,120.0,6
3,1,a2,fair,1,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
4,0,a1,max,1,0,4,-5.0,-25.0,-25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,165.0,6
4,1,a2,fair,1,0,4,20.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
5,0,a1,max,1,0,4,-10.0,-30.0,-30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,180.0,6
5,1,a2,fair,1,0,4,20.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
6,0,a1,max,1,0,4,-20.0,-40.0,-40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,210.0,6
6,1,a2,fair,1,0,4,20.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
7,0,a1,max,1,0,4,-25.0,-45.0,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,225.0,6
7,1,a2,fair,1,0,4,20.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
8,0,a1,max,1,0,4,-30.0,-50.0,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,240.0,6
8,1,a2,fair,1,0,4,20.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
9,0,a1,max,1,0,4,-30.0,-50.0,-50.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,240.0,6
9,1,a2,fair,1,0,4,20.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6
0,0,a1,max,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,7
0,1,a2,fair,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,7
1,0,a1,max,1,0,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,7
1,1,a2,fair,1,0,4,15.0,-2.5,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,7
2,0,a1,max,1,0,4,30.0,5.0,10.0,15.0,15.0,45.0,22.5,0.5,7.5,22.5,30.0,7
2,1,a2,fair,1,0,4,15.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
3,0,a1,max,1,0,4,15.0,-10.0,-5.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,75.0,7
3,1,a2,fair,1,0,4,15.0,-10.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
4,0,a1,max,1,0,4,5.0,-20.0,-15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,105.0,7
4,1,a2,fair,1,0,4,15.0,-20.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
5,0,a1,max,1,0,4,-10.0,-35.0,-30.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,150.0,7
5,1,a2,fair,1,0,4,15.0,-35.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
6,0,a1,max,1,0,4,-15.0,-40.0,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,165.0,7
6,1,a2,fair,1,0,4,15.0,-40.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
7,0,a1,max,1,0,4,-25.0,-50.0,-45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,195.0,7
7,1,a2,fair,1,0,4,15.0,-50.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
8,0,a1,max,1,0,4,-35.0,-60.0,-55.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,225.0,7
8,1,a2,fair,1,0,4,15.0,-60.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
9,0,a1,max,1,0,4,-40.0,-65.0,-60.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,240.0,7
9,1,a2,fair,1,0,4,15.0,-65.0,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,7
0,0,a1,max,1,0,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,8
0,1,a2,fair,1,0,4,26.25,8.75,6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,8
1,0,a1,max,1,0,4,12.5,-1.25,-7.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,37.5,8
1,1,a2,fair,1,0,4,32.5,5.0,12.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,7.5,8
2,0,a1,max,1,0,4,2.5,-5.0,-17.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,67.5,8
2,1,a2,fair,1,0,4,22.5,-15.0,2.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,37.5,8
3,0,a1,max,1,0,4,2.5,-15.0,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,8
3,1,a2,fair,1,0,4,22.5,-15.0,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,37.5,8
4,0,a1,max,1,0,4,2.5,-15.0,-17.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,67.5,8
4,1,a2,fair,1,0,4,28.75,-8.75,8.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,41.25,8
5,0,a1,max,1,0,4,-7.5,-18.75,-27.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,97.5,8
5,1,a2,fair,1,0,4,35.0,-12.5,15.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,45.0,8
6,0,a1,max,1,0,4,-17.5,-22.5,-37.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,127.5,8
6,1,a2,fair,1,0,4,41.25,-16.25,21.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,48.75,8
7,0,a1,max,1,0,4,-17.5,-16.25,-37.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,127.5,8
7,1,a2,fair,1,0,4,47.5,-10.0,27.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,52.5,8
8,0,a1,max,1,0,4,-17.5,-10.0,-37.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,127.5,8
8,1,a2,fair,1,0,4,53.75,-3.75,33.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,56.25,8
9,0,a1,max,1,0,4,-17.5,-3.75,-37.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,127.5,8
9,1,a2,fair,1,0,4,66.25,8.75,46.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,63.75,8
0,0,a1,max,1,0,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,9
0,1,a2,fair,1,0,4,26.25,8.75,6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,9
1,0,a1,max,1,0,4,25.0,11.25,5.0,5.0,5.0,15.0,7.5,0.5,2.5,7.5,15.0,9
1,1,a2,fair,1,0,4,16.25,1.25,-3.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,33.75,9
2,0,a1,max,1,0,4,20.0,-3.75,0.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,30.0,9
2,1,a2,fair,1,0,4,22.5,2.5,2.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,37.5,9
3,0,a1,max,1,0,4,15.0,-2.5,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,45.0,9
3,1,a2,fair,1,0,4,28.75,3.75,8.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,41.25,9
4,0,a1,max,1,0,4,15.0,3.75,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9
4,1,a2,fair,1,0,4,53.75,28.75,33.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,56.25,9
5,0,a1,max,1,0,4,15.0,28.75,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9
5,1,a2,fair,1,0,4,78.75,53.75,58.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,71.25,9
6,0,a1,max,1,0,4,15.0,53.75,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9
6,1,a2,fair,1,0,4,103.75,78.75,83.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,86.25,9
7,0,a1,max,1,0,4,15.0,78.75,-5.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,45.0,9
7,1,a2,fair,1,0,4,128.75,103.75,108.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,101.25,9
8,0,a1,max,1,0,4,15.0,103.75,-5.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,45.0,9
8,1,a2,fair,1,0,4,147.5,122.5,127.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,112.5,9
9,0,a1,max,1,0,4,15.0,122.5,-5.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,45.0,9
9,1,a2,fair,1,0,4,153.75,128.75,133.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,116.25,9
0,0,a1,max,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
0,1,a2,fair,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
1,0,a1,max,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
1,1,a2,fair,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,10
2,0,a1,max,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
2,1,a2,fair,1,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
3,0,a1,max,1,0,4,30.0,10.0,10.0,20.0,20.0,60.0,30.0,0.5,10.0,30.0,30.0,10
3,1,a2,fair,1,0,4,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
4,0,a1,max,1,0,4,10.0,-10.0,-10.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,90.0,10
4,1,a2,fair,1,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
5,0,a1,max,1,0,4,-10.0,-30.0,-30.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,150.0,10
5,1,a2,fair,1,0,4,20.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
6,0,a1,max,1,0,4,-30.0,-50.0,-50.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,210.0,10
6,1,a2,fair,1,0,4,20.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
7,0,a1,max,1,0,4,-50.0,-70.0,-70.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,270.0,10
7,1,a2,fair,1,0,4,20.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
8,0,a1,max,1,0,4,-70.0,-90.0,-90.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,330.0,10
8,1,a2,fair,1,0,4,20.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,10
