timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
22,fair_1,fair,0,4,10582.75,20.0,60.0,0.0,0.0,-20.0,60.0,582.75,358.5,,
22,max_1,max,0,4,10582.75,0.0,0.0,0.0,0.8,0.0,0.0,582.75,495.0,,
22,fair_2,fair,0,4,10603.75,15.0,45.0,36.0,0.8,21.0,9.0,603.75,402.0,,
22,max_2,max,0,4,10603.75,0.0,0.0,0.0,0.0,0.0,0.0,603.75,390.75,,
23,fair_1,fair,0,4,10613.0,5.0,15.0,14.25,0.95,9.25,0.75,613.0,359.25,,
23,max_1,max,0,4,10608.0,5.0,15.0,0.0,0.0,-5.0,15.0,608.0,510.0,,
23,fair_2,fair,0,4,10648.0,20.0,60.0,60.0,1.0,40.0,0.0,648.0,402.0,,
23,max_2,max,0,4,10643.0,5.0,15.0,0.0,0.0,-5.0,15.0,643.0,405.75,,
24,fair_1,fair,0,4,10670.75,15.0,45.0,42.75,0.95,27.75,2.25,670.75,361.5,,
24,max_1,max,0,4,10677.75,5.0,15.0,12.0,0.8,7.0,3.0,677.75,513.0,,
24,fair_2,fair,0,4,10657.75,20.0,60.0,0.0,0.0,-20.0,60.0,657.75,462.0,,
24,max_2,max,0,4,10657.75,0.0,0.0,0.0,0.0,0.0,0.0,657.75,405.75,,
25,fair_1,fair,0,4,10637.75,20.0,60.0,0.0,0.0,-20.0,60.0,637.75,421.5,,
25,max_1,max,0,4,10634.25,5.0,15.0,1.5,0.1,-3.5,13.5,634.25,526.5,,
25,fair_2,fair,0,4,10623.25,20.0,60.0,9.0,0.15,-11.0,51.0,623.25,513.0,,
25,max_2,max,0,4,10618.25,5.0,15.0,0.0,0.0,-5.0,15.0,618.25,420.75,,
26,fair_1,fair,0,4,10620.75,5.0,15.0,7.5,0.5,2.5,7.5,620.75,429.0,,
26,max_1,max,0,4,10617.25,5.0,15.0,1.5,0.1,-3.5,13.5,617.25,540.0,,
26,fair_2,fair,0,4,10600.25,20.0,60.0,3.0,0.05,-17.0,57.0,600.25,570.0,,
26,max_2,max,0,4,10595.25,5.0,15.0,0.0,0.0,-5.0,15.0,595.25,435.75,,
27,fair_1,fair,0,4,10635.25,20.0,60.0,60.0,1.0,40.0,0.0,635.25,429.0,,
27,max_1,max,0,4,10635.25,0.0,0.0,0.0,0.1,0.0,0.0,635.25,540.0,,
27,fair_2,fair,0,4,10635.25,0.0,0.0,0.0,0.15,0.0,0.0,635.25,570.0,,
27,max_2,max,0,4,10635.25,0.0,0.0,0.0,0.0,0.0,0.0,635.25,435.75,,
28,fair_1,fair,0,4,10672.25,20.0,60.0,57.0,0.95,37.0,3.0,672.25,432.0,,
28,max_1,max,0,4,10658.25,20.0,60.0,6.0,0.1,-14.0,54.0,658.25,594.0,,
28,fair_2,fair,0,4,10698.25,20.0,60.0,60.0,1.0,40.0,0.0,698.25,570.0,,
28,max_2,max,0,4,10693.25,5.0,15.0,0.0,0.0,-5.0,15.0,693.25,450.75,,
29,fair_1,fair,0,4,10730.25,20.0,60.0,57.0,0.95,37.0,3.0,730.25,435.0,,
29,max_1,max,0,4,10723.25,10.0,30.0,3.0,0.1,-7.0,27.0,723.25,621.0,,
29,fair_2,fair,0,4,10760.25,20.0,60.0,57.0,0.95,37.0,3.0,760.25,573.0,,
29,max_2,max,0,4,10755.25,5.0,15.0,0.0,0.0,-5.0,15.0,755.25,465.75,,
30,fair_1,fair,0,4,10792.25,20.0,60.0,57.0,0.95,37.0,3.0,792.25,438.0,,
30,max_1,max,0,4,10806.25,10.0,30.0,24.0,0.8,14.0,6.0,806.25,627.0,,
30,fair_2,fair,0,4,10834.25,20.0,60.0,48.0,0.8,28.0,12.0,834.25,585.0,,
30,max_2,max,0,4,10834.25,0.0,0.0,0.0,0.0,0.0,0.0,834.25,465.75,,
31,fair_1,fair,0,4,10814.25,20.0,60.0,0.0,0.0,-20.0,60.0,814.25,498.0,,
31,max_1,max,0,4,10799.25,15.0,45.0,0.0,0.0,-15.0,45.0,799.25,672.0,,
31,fair_2,fair,0,4,10809.25,5.0,15.0,15.0,1.0,10.0,0.0,809.25,585.0,,
31,max_2,max,0,4,10804.25,5.0,15.0,0.0,0.0,-5.0,15.0,804.25,480.75,,
32,fair_1,fair,0,4,10814.25,5.0,15.0,15.0,1.0,10.0,0.0,814.25,498.0,,
32,max_1,max,0,4,10810.75,5.0,15.0,1.5,0.1,-3.5,13.5,810.75,685.5,,
32,fair_2,fair,0,4,10790.75,20.0,60.0,0.0,0.0,-20.0,60.0,790.75,645.0,,
32,max_2,max,0,4,10790.75,0.0,0.0,0.0,0.0,0.0,0.0,790.75,480.75,,
33,fair_1,fair,0,4,10830.75,20.0,60.0,60.0,1.0,40.0,0.0,830.75,498.0,,
33,max_1,max,0,4,10830.75,0.0,0.0,0.0,0.1,0.0,0.0,830.75,685.5,,
33,fair_2,fair,0,4,10830.75,0.0,0.0,0.0,0.05,0.0,0.0,830.75,645.0,,
33,max_2,max,0,4,10830.75,0.0,0.0,0.0,0.0,0.0,0.0,830.75,480.75,,
34,fair_1,fair,0,4,10810.75,20.0,60.0,0.0,0.0,-20.0,60.0,810.75,558.0,,
34,max_1,max,0,4,10807.25,5.0,15.0,1.5,0.1,-3.5,13.5,807.25,699.0,,
34,fair_2,fair,0,4,10847.25,20.0,60.0,60.0,1.0,40.0,0.0,847.25,645.0,,
34,max_2,max,0,4,10847.25,0.0,0.0,0.0,0.0,0.0,0.0,847.25,480.75,,
35,fair_1,fair,0,4,10847.25,0.0,0.0,0.0,0.95,0.0,0.0,847.25,558.0,,
35,max_1,max,0,4,10843.75,5.0,15.0,1.5,0.1,-3.5,13.5,843.75,712.5,,
35,fair_2,fair,0,4,10883.75,20.0,60.0,60.0,1.0,40.0,0.0,883.75,645.0,,
35,max_2,max,0,4,10883.75,0.0,0.0,0.0,0.0,0.0,0.0,883.75,480.75,,
36,fair_1,fair,0,4,10911.5,15.0,45.0,42.75,0.95,27.75,2.25,911.5,560.25,,
36,max_1,max,0,4,10918.5,5.0,15.0,12.0,0.8,7.0,3.0,918.5,715.5,,
36,fair_2,fair,0,4,10946.5,20.0,60.0,48.0,0.8,28.0,12.0,946.5,657.0,,
36,max_2,max,0,4,10976.5,15.0,45.0,45.0,1.0,30.0,0.0,976.5,480.75,,
37,fair_1,fair,0,4,11013.5,20.0,60.0,57.0,0.95,37.0,3.0,1013.5,563.25,,
37,max_1,max,0,4,10999.5,20.0,60.0,6.0,0.1,-14.0,54.0,999.5,769.5,,
37,fair_2,fair,0,4,11039.5,20.0,60.0,60.0,1.0,40.0,0.0,1039.5,657.0,,
37,max_2,max,0,4,11044.5,10.0,30.0,15.0,0.5,5.0,15.0,1044.5,495.75,,
38,fair_1,fair,0,4,11081.5,20.0,60.0,57.0,0.95,37.0,3.0,1081.5,566.25,,
38,max_1,max,0,4,11102.5,15.0,45.0,36.0,0.8,21.0,9.0,1102.5,778.5,,
38,fair_2,fair,0,4,11082.5,20.0,60.0,0.0,0.0,-20.0,60.0,1082.5,717.0,,
38,max_2,max,0,4,11082.5,0.0,0.0,0.0,0.0,0.0,0.0,1082.5,495.75,,
39,fair_1,fair,0,4,11119.5,20.0,60.0,57.0,0.95,37.0,3.0,1119.5,569.25,,
39,max_1,max,0,4,11099.5,20.0,60.0,0.0,0.0,-20.0,60.0,1099.5,838.5,,
39,fair_2,fair,0,4,11079.5,20.0,60.0,0.0,0.0,-20.0,60.0,1079.5,777.0,,
39,max_2,max,0,4,11079.5,0.0,0.0,0.0,0.0,0.0,0.0,1079.5,495.75,,
40,fair_1,fair,0,4,11059.5,20.0,60.0,0.0,0.0,-20.0,60.0,1059.5,629.25,,
40,max_1,max,0,4,11056.0,5.0,15.0,1.5,0.1,-3.5,13.5,1056.0,852.0,,
40,fair_2,fair,0,4,11039.0,20.0,60.0,3.0,0.05,-17.0,57.0,1039.0,834.0,,
40,max_2,max,0,4,11034.0,5.0,15.0,0.0,0.0,-5.0,15.0,1034.0,510.75,,
41,fair_1,fair,0,4,11044.0,5.0,15.0,15.0,1.0,10.0,0.0,1044.0,629.25,,
41,max_1,max,0,4,11044.0,0.0,0.0,0.0,0.1,0.0,0.0,1044.0,852.0,,
41,fair_2,fair,0,4,11044.0,0.0,0.0,0.0,1.0,0.0,0.0,1044.0,834.0,,
41,max_2,max,0,4,11044.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,510.75,,
42,fair_1,fair,0,4,11084.0,20.0,60.0,60.0,1.0,40.0,0.0,1084.0,629.25,,
42,max_1,max,0,4,11097.0,20.0,60.0,33.0,0.55,13.0,27.0,1097.0,879.0,,
42,fair_2,fair,0,4,11137.0,20.0,60.0,60.0,1.0,40.0,0.0,1137.0,834.0,,
42,max_2,max,0,4,11122.0,15.0,45.0,0.0,0.0,-15.0,45.0,1122.0,555.75,,
43,fair_1,fair,0,4,11102.0,20.0,60.0,0.0,0.0,-20.0,60.0,1102.0,689.25,,
43,max_1,max,0,4,11104.5,5.0,15.0,7.5,0.5,2.5,7.5,1104.5,886.5,,
43,fair_2,fair,0,4,11141.5,20.0,60.0,57.0,0.95,37.0,3.0,1141.5,837.0,,
43,max_2,max,0,4,11141.5,0.0,0.0,0.0,0.0,0.0,0.0,1141.5,555.75,,
44,fair_1,fair,0,4,11141.5,0.0,0.0,0.0,0.95,0.0,0.0,1141.5,689.25,,
44,max_1,max,0,4,11138.0,5.0,15.0,1.5,0.1,-3.5,13.5,1138.0,900.0,,
44,fair_2,fair,0,4,11166.0,20.0,60.0,48.0,0.8,28.0,12.0,1166.0,849.0,,
44,max_2,max,0,4,11166.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,555.75,,
45,fair_1,fair,0,4,11193.75,15.0,45.0,42.75,0.95,27.75,2.25,1193.75,691.5,,
45,max_1,max,0,4,11186.75,10.0,30.0,3.0,0.1,-7.0,27.0,1186.75,927.0,,
45,fair_2,fair,0,4,11226.75,20.0,60.0,60.0,1.0,40.0,0.0,1226.75,849.0,,
45,max_2,max,0,4,11221.75,5.0,15.0,0.0,0.0,-5.0,15.0,1221.75,570.75,,
46,fair_1,fair,0,4,11249.5,15.0,45.0,42.75,0.95,27.75,2.25,1249.5,693.75,,
46,max_1,max,0,4,11246.0,5.0,15.0,1.5,0.1,-3.5,13.5,1246.0,940.5,,
46,fair_2,fair,0,4,11226.0,20.0,60.0,0.0,0.0,-20.0,60.0,1226.0,909.0,,
46,max_2,max,0,4,11226.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.0,570.75,,
47,fair_1,fair,0,4,11263.0,20.0,60.0,57.0,0.95,37.0,3.0,1263.0,696.75,,
47,max_1,max,0,4,11263.0,0.0,0.0,0.0,0.1,0.0,0.0,1263.0,940.5,,
47,fair_2,fair,0,4,11263.0,0.0,0.0,0.0,0.0,0.0,0.0,1263.0,909.0,,
47,max_2,max,0,4,11263.0,0.0,0.0,0.0,0.0,0.0,0.0,1263.0,570.75,,
48,fair_1,fair,0,4,11300.0,20.0,60.0,57.0,0.95,37.0,3.0,1300.0,699.75,,
48,max_1,max,0,4,11300.0,0.0,0.0,0.0,0.1,0.0,0.0,1300.0,940.5,,
48,fair_2,fair,0,4,11283.0,20.0,60.0,3.0,0.05,-17.0,57.0,1283.0,966.0,,
48,max_2,max,0,4,11283.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,570.75,,
49,fair_1,fair,0,4,11320.0,20.0,60.0,57.0,0.95,37.0,3.0,1320.0,702.75,,
49,max_1,max,0,4,11313.0,10.0,30.0,3.0,0.1,-7.0,27.0,1313.0,967.5,,
49,fair_2,fair,0,4,11350.0,20.0,60.0,57.0,0.95,37.0,3.0,1350.0,969.0,,
49,max_2,max,0,4,11345.0,5.0,15.0,0.0,0.0,-5.0,15.0,1345.0,585.75,,
50,fair_1,fair,0,4,11325.0,20.0,60.0,0.0,0.0,-20.0,60.0,1325.0,762.75,,
50,max_1,max,0,4,11325.0,0.0,0.0,0.0,0.8,0.0,0.0,1325.0,967.5,,
50,fair_2,fair,0,4,11365.0,20.0,60.0,60.0,1.0,40.0,0.0,1365.0,969.0,,
50,max_2,max,0,4,11365.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,585.75,,
51,fair_1,fair,0,4,11365.0,0.0,0.0,0.0,1.0,0.0,0.0,1365.0,762.75,,
51,max_1,max,0,4,11361.5,5.0,15.0,1.5,0.1,-3.5,13.5,1361.5,981.0,,
51,fair_2,fair,0,4,11389.5,20.0,60.0,48.0,0.8,28.0,12.0,1389.5,981.0,,
51,max_2,max,0,4,11389.5,0.0,0.0,0.0,0.0,0.0,0.0,1389.5,585.75,,
52,fair_1,fair,0,4,11419.5,15.0,45.0,45.0,1.0,30.0,0.0,1419.5,762.75,,
52,max_1,max,0,4,11426.5,5.0,15.0,12.0,0.8,7.0,3.0,1426.5,984.0,,
52,fair_2,fair,0,4,11466.5,20.0,60.0,60.0,1.0,40.0,0.0,1466.5,981.0,,
52,max_2,max,0,4,11451.5,15.0,45.0,0.0,0.0,-15.0,45.0,1451.5,630.75,,
53,fair_1,fair,0,4,11479.25,15.0,45.0,42.75,0.95,27.75,2.25,1479.25,765.0,,
53,max_1,max,0,4,11475.75,5.0,15.0,1.5,0.1,-3.5,13.5,1475.75,997.5,,
53,fair_2,fair,0,4,11455.75,20.0,60.0,0.0,0.0,-20.0,60.0,1455.75,1041.0,,
53,max_2,max,0,4,11455.75,0.0,0.0,0.0,0.0,0.0,0.0,1455.75,630.75,,
54,fair_1,fair,0,4,11492.75,20.0,60.0,57.0,0.95,37.0,3.0,1492.75,768.0,,
54,max_1,max,0,4,11492.75,0.0,0.0,0.0,0.1,0.0,0.0,1492.75,997.5,,
54,fair_2,fair,0,4,11492.75,0.0,0.0,0.0,0.0,0.0,0.0,1492.75,1041.0,,
54,max_2,max,0,4,11492.75,0.0,0.0,0.0,0.0,0.0,0.0,1492.75,630.75,,
55,fair_1,fair,0,4,11529.75,20.0,60.0,57.0,0.95,37.0,3.0,1529.75,771.0,,
55,max_1,max,0,4,11522.75,10.0,30.0,3.0,0.1,-7.0,27.0,1522.75,1024.5,,
55,fair_2,fair,0,4,11505.75,20.0,60.0,3.0,0.05,-17.0,57.0,1505.75,1098.0,,
55,max_2,max,0,4,11505.75,0.0,0.0,0.0,0.0,0.0,0.0,1505.75,630.75,,
56,fair_1,fair,0,4,11542.75,20.0,60.0,57.0,0.95,37.0,3.0,1542.75,774.0,,
56,max_1,max,0,4,11542.75,0.0,0.0,0.0,0.8,0.0,0.0,1542.75,1024.5,,
56,fair_2,fair,0,4,11579.75,20.0,60.0,57.0,0.95,37.0,3.0,1579.75,1101.0,,
56,max_2,max,0,4,11574.75,5.0,15.0,0.0,0.0,-5.0,15.0,1574.75,645.75,,
57,fair_1,fair,0,4,11554.75,20.0,60.0,0.0,0.0,-20.0,60.0,1554.75,834.0,,
57,max_1,max,0,4,11554.75,0.0,0.0,0.0,0.1,0.0,0.0,1554.75,1024.5,,
57,fair_2,fair,0,4,11594.75,20.0,60.0,60.0,1.0,40.0,0.0,1594.75,1101.0,,
57,max_2,max,0,4,11594.75,0.0,0.0,0.0,0.0,0.0,0.0,1594.75,645.75,,
58,fair_1,fair,0,4,11594.75,0.0,0.0,0.0,1.0,0.0,0.0,1594.75,834.0,,
58,max_1,max,0,4,11591.25,5.0,15.0,1.5,0.1,-3.5,13.5,1591.25,1038.0,,
58,fair_2,fair,0,4,11619.25,20.0,60.0,48.0,0.8,28.0,12.0,1619.25,1113.0,,
58,max_2,max,0,4,11619.25,0.0,0.0,0.0,0.0,0.0,0.0,1619.25,645.75,,
59,fair_1,fair,0,4,11649.25,15.0,45.0,45.0,1.0,30.0,0.0,1649.25,834.0,,
59,max_1,max,0,4,11645.75,5.0,15.0,1.5,0.1,-3.5,13.5,1645.75,1051.5,,
59,fair_2,fair,0,4,11685.75,20.0,60.0,60.0,1.0,40.0,0.0,1685.75,1113.0,,
59,max_2,max,0,4,11680.75,5.0,15.0,0.0,0.0,-5.0,15.0,1680.75,660.75,,
60,fair_1,fair,0,4,11708.5,15.0,45.0,42.75,0.95,27.75,2.25,1708.5,836.25,,
60,max_1,max,0,4,11715.5,5.0,15.0,12.0,0.8,7.0,3.0,1715.5,1054.5,,
60,fair_2,fair,0,4,11695.5,20.0,60.0,0.0,0.0,-20.0,60.0,1695.5,1173.0,,
60,max_2,max,0,4,11695.5,0.0,0.0,0.0,0.0,0.0,0.0,1695.5,660.75,,
61,fair_1,fair,0,4,11732.5,20.0,60.0,57.0,0.95,37.0,3.0,1732.5,839.25,,
61,max_1,max,0,4,11732.5,0.0,0.0,0.0,0.1,0.0,0.0,1732.5,1054.5,,
61,fair_2,fair,0,4,11732.5,0.0,0.0,0.0,0.0,0.0,0.0,1732.5,1173.0,,
61,max_2,max,0,4,11732.5,0.0,0.0,0.0,0.0,0.0,0.0,1732.5,660.75,,
62,fair_1,fair,0,4,11769.5,20.0,60.0,57.0,0.95,37.0,3.0,1769.5,842.25,,
62,max_1,max,0,4,11762.5,10.0,30.0,3.0,0.1,-7.0,27.0,1762.5,1081.5,,
62,fair_2,fair,0,4,11745.5,20.0,60.0,3.0,0.05,-17.0,57.0,1745.5,1230.0,,
