timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
6,rnd_1,random,0,4,9900.75,20.0,60.0,0.0,0.0,-20.0,60.0,-99.25,345.0,,
7,fair_1,fair,0,4,9890.25,15.0,45.0,4.5,0.1,-10.5,40.5,-109.75,327.75,,
7,max_1,max,0,4,9875.25,15.0,45.0,0.0,0.0,-15.0,45.0,-124.75,66.0,,
7,rnd_1,random,0,4,9915.25,20.0,60.0,60.0,1.0,40.0,0.0,-84.75,345.0,,
8,fair_1,fair,0,4,9901.25,20.0,60.0,6.0,0.1,-14.0,54.0,-98.75,381.75,,
8,max_1,max,0,4,9902.5,1.0,3.0,2.25,0.75,1.25,0.75,-97.5,66.75,,
8,rnd_1,random,0,4,9887.5,15.0,45.0,0.0,0.0,-15.0,45.0,-112.5,390.0,,
9,fair_1,fair,0,4,9877.0,15.0,45.0,4.5,0.1,-10.5,40.5,-123.0,422.25,,
9,max_1,max,0,4,9877.5,1.0,3.0,1.5,0.5,0.5,1.5,-122.5,68.25,,
9,rnd_1,random,0,4,9917.5,20.0,60.0,60.0,1.0,40.0,0.0,-82.5,390.0,,
10,fair_1,fair,0,4,9907.0,15.0,45.0,4.5,0.1,-10.5,40.5,-93.0,462.75,,
10,max_1,max,0,4,9906.0,1.0,3.0,0.0,0.0,-1.0,3.0,-94.0,71.25,,
10,rnd_1,random,0,4,9931.0,20.0,60.0,45.0,0.75,25.0,15.0,-69.0,405.0,,
11,fair_1,fair,0,4,9961.0,15.0,45.0,45.0,1.0,30.0,0.0,-39.0,462.75,,
11,max_1,max,0,4,9962.25,1.0,3.0,2.25,0.75,1.25,0.75,-37.75,72.0,,
11,rnd_1,random,0,4,9947.25,15.0,45.0,0.0,0.0,-15.0,45.0,-52.75,450.0,,
12,fair_1,fair,0,4,9977.25,15.0,45.0,45.0,1.0,30.0,0.0,-22.75,462.75,,
12,max_1,max,0,4,9976.25,1.0,3.0,0.0,0.0,-1.0,3.0,-23.75,75.0,,
12,rnd_1,random,0,4,9961.25,15.0,45.0,0.0,0.0,-15.0,45.0,-38.75,495.0,,
13,fair_1,fair,0,4,9991.25,15.0,45.0,45.0,1.0,30.0,0.0,-8.75,462.75,,
13,max_1,max,0,4,9990.25,1.0,3.0,0.0,0.0,-1.0,3.0,-9.75,78.0,,
13,rnd_1,random,0,4,9970.25,20.0,60.0,0.0,0.0,-20.0,60.0,-29.75,555.0,,
14,fair_1,fair,0,4,9959.75,15.0,45.0,4.5,0.1,-10.5,40.5,-40.25,503.25,,
14,max_1,max,0,4,9958.75,1.0,3.0,0.0,0.0,-1.0,3.0,-41.25,81.0,,
14,rnd_1,random,0,4,9953.75,20.0,60.0,15.0,0.25,-5.0,45.0,-46.25,600.0,,
15,fair_1,fair,0,4,9943.25,15.0,45.0,4.5,0.1,-10.5,40.5,-56.75,543.75,,
15,max_1,max,0,4,9942.25,1.0,3.0,0.0,0.0,-1.0,3.0,-57.75,84.0,,
15,rnd_1,random,0,4,9937.25,20.0,60.0,15.0,0.25,-5.0,45.0,-62.75,645.0,,
16,fair_1,fair,0,4,9923.25,20.0,60.0,6.0,0.1,-14.0,54.0,-76.75,597.75,,
16,max_1,max,0,4,9922.25,1.0,3.0,0.0,0.0,-1.0,3.0,-77.75,87.0,,
16,rnd_1,random,0,4,9962.25,20.0,60.0,60.0,1.0,40.0,0.0,-37.75,645.0,,
17,fair_1,fair,0,4,9951.75,15.0,45.0,4.5,0.1,-10.5,40.5,-48.25,638.25,,
17,max_1,max,0,4,9950.75,1.0,3.0,0.0,0.0,-1.0,3.0,-49.25,90.0,,
17,rnd_1,random,0,4,9990.75,20.0,60.0,60.0,1.0,40.0,0.0,-9.25,645.0,,
18,fair_1,fair,0,4,9980.25,15.0,45.0,4.5,0.1,-10.5,40.5,-19.75,678.75,,
18,max_1,max,0,4,9979.25,1.0,3.0,0.0,0.0,-1.0,3.0,-20.75,93.0,,
18,rnd_1,random,0,4,9959.25,20.0,60.0,0.0,0.0,-20.0,60.0,-40.75,705.0,,
19,fair_1,fair,0,4,9945.25,20.0,60.0,6.0,0.1,-14.0,54.0,-54.75,732.75,,
19,max_1,max,0,4,9925.25,20.0,60.0,0.0,0.0,-20.0,60.0,-74.75,153.0,,
19,rnd_1,random,0,4,9965.25,20.0,60.0,60.0,1.0,40.0,0.0,-34.75,705.0,,
20,fair_1,fair,0,4,9951.25,20.0,60.0,6.0,0.1,-14.0,54.0,-48.75,786.75,,
20,max_1,max,0,4,9952.5,1.0,3.0,2.25,0.75,1.25,0.75,-47.5,153.75,,
20,rnd_1,random,0,4,9947.5,20.0,60.0,15.0,0.25,-5.0,45.0,-52.5,750.0,,
21,fair_1,fair,0,4,9933.5,20.0,60.0,6.0,0.1,-14.0,54.0,-66.5,840.75,,
21,max_1,max,0,4,9934.0,1.0,3.0,1.5,0.5,0.5,1.5,-66.0,155.25,,
21,rnd_1,random,0,4,9974.0,20.0,60.0,60.0,1.0,40.0,0.0,-26.0,750.0,,
22,fair_1,fair,0,4,9960.0,20.0,60.0,6.0,0.1,-14.0,54.0,-40.0,894.75,,
22,max_1,max,0,4,9961.25,1.0,3.0,2.25,0.75,1.25,0.75,-38.75,156.0,,
22,rnd_1,random,0,4,9986.25,20.0,60.0,45.0,0.75,25.0,15.0,-13.75,765.0,,
23,fair_1,fair,0,4,9972.25,20.0,60.0,6.0,0.1,-14.0,54.0,-27.75,948.75,,
23,max_1,max,0,4,9973.5,1.0,3.0,2.25,0.75,1.25,0.75,-26.5,156.75,,
23,rnd_1,random,0,4,9968.5,20.0,60.0,15.0,0.25,-5.0,45.0,-31.5,810.0,,
24,fair_1,fair,0,4,9954.5,20.0,60.0,6.0,0.1,-14.0,54.0,-45.5,1002.75,,
24,max_1,max,0,4,9953.5,1.0,3.0,0.0,0.0,-1.0,3.0,-46.5,159.75,,
24,rnd_1,random,0,4,9978.5,20.0,60.0,45.0,0.75,25.0,15.0,-21.5,825.0,,
25,fair_1,fair,0,4,9964.5,20.0,60.0,6.0,0.1,-14.0,54.0,-35.5,1056.75,,
25,max_1,max,0,4,9963.5,1.0,3.0,0.0,0.0,-1.0,3.0,-36.5,162.75,,
25,rnd_1,random,0,4,10003.5,20.0,60.0,60.0,1.0,40.0,0.0,3.5,825.0,,
26,fair_1,fair,0,4,9989.5,20.0,60.0,6.0,0.1,-14.0,54.0,-10.5,1110.75,,
26,max_1,max,0,4,9988.5,1.0,3.0,0.0,0.0,-1.0,3.0,-11.5,165.75,,
26,rnd_1,random,0,4,9998.5,20.0,60.0,30.0,0.5,10.0,30.0,-1.5,855.0,,
27,fair_1,fair,0,4,9984.5,20.0,60.0,6.0,0.1,-14.0,54.0,-15.5,1164.75,,
27,max_1,max,0,4,9983.5,1.0,3.0,0.0,0.0,-1.0,3.0,-16.5,168.75,,
27,rnd_1,random,0,4,9963.5,20.0,60.0,0.0,0.0,-20.0,60.0,-36.5,915.0,,
28,fair_1,fair,0,4,9953.0,15.0,45.0,4.5,0.1,-10.5,40.5,-47.0,1205.25,,
28,max_1,max,0,4,9952.0,1.0,3.0,0.0,0.0,-1.0,3.0,-48.0,171.75,,
28,rnd_1,random,0,4,9947.0,20.0,60.0,15.0,0.25,-5.0,45.0,-53.0,960.0,,
29,fair_1,fair,0,4,9977.0,15.0,45.0,45.0,1.0,30.0,0.0,-23.0,1205.25,,
29,max_1,max,0,4,9976.0,1.0,3.0,0.0,0.0,-1.0,3.0,-24.0,174.75,,
29,rnd_1,random,0,4,10001.0,20.0,60.0,45.0,0.75,25.0,15.0,1.0,975.0,,
30,fair_1,fair,0,4,10031.0,15.0,45.0,45.0,1.0,30.0,0.0,31.0,1205.25,,
30,max_1,max,0,4,10030.0,1.0,3.0,0.0,0.0,-1.0,3.0,30.0,177.75,,
30,rnd_1,random,0,4,10040.0,20.0,60.0,30.0,0.5,10.0,30.0,40.0,1005.0,,
31,fair_1,fair,0,4,10070.0,15.0,45.0,45.0,1.0,30.0,0.0,70.0,1205.25,,
31,max_1,max,0,4,10069.0,1.0,3.0,0.0,0.0,-1.0,3.0,69.0,180.75,,
31,rnd_1,random,0,4,10079.0,20.0,60.0,30.0,0.5,10.0,30.0,79.0,1035.0,,
32,fair_1,fair,0,4,10068.5,15.0,45.0,4.5,0.1,-10.5,40.5,68.5,1245.75,,
32,max_1,max,0,4,10067.5,1.0,3.0,0.0,0.0,-1.0,3.0,67.5,183.75,,
32,rnd_1,random,0,4,10062.5,20.0,60.0,15.0,0.25,-5.0,45.0,62.5,1080.0,,
33,fair_1,fair,0,4,10048.5,20.0,60.0,6.0,0.1,-14.0,54.0,48.5,1299.75,,
33,max_1,max,0,4,10047.5,1.0,3.0,0.0,0.0,-1.0,3.0,47.5,186.75,,
33,rnd_1,random,0,4,10042.5,20.0,60.0,15.0,0.25,-5.0,45.0,42.5,1125.0,,
34,fair_1,fair,0,4,10028.5,20.0,60.0,6.0,0.1,-14.0,54.0,28.5,1353.75,,
34,max_1,max,0,4,10027.5,1.0,3.0,0.0,0.0,-1.0,3.0,27.5,189.75,,
34,rnd_1,random,0,4,10037.5,20.0,60.0,30.0,0.5,10.0,30.0,37.5,1155.0,,
35,fair_1,fair,0,4,10023.5,20.0,60.0,6.0,0.1,-14.0,54.0,23.5,1407.75,,
35,max_1,max,0,4,10022.5,1.0,3.0,0.0,0.0,-1.0,3.0,22.5,192.75,,
35,rnd_1,random,0,4,10002.5,20.0,60.0,0.0,0.0,-20.0,60.0,2.5,1215.0,,
36,fair_1,fair,0,4,9988.5,20.0,60.0,6.0,0.1,-14.0,54.0,-11.5,1461.75,,
36,max_1,max,0,4,9987.5,1.0,3.0,0.0,0.0,-1.0,3.0,-12.5,195.75,,
36,rnd_1,random,0,4,9967.5,20.0,60.0,0.0,0.0,-20.0,60.0,-32.5,1275.0,,
37,fair_1,fair,0,4,9957.0,15.0,45.0,4.5,0.1,-10.5,40.5,-43.0,1502.25,,
37,max_1,max,0,4,9956.0,1.0,3.0,0.0,0.0,-1.0,3.0,-44.0,198.75,,
37,rnd_1,random,0,4,9981.0,20.0,60.0,45.0,0.75,25.0,15.0,-19.0,1290.0,,
38,fair_1,fair,0,4,10011.0,15.0,45.0,45.0,1.0,30.0,0.0,11.0,1502.25,,
38,max_1,max,0,4,10010.0,1.0,3.0,0.0,0.0,-1.0,3.0,10.0,201.75,,
38,rnd_1,random,0,4,9990.0,20.0,60.0,0.0,0.0,-20.0,60.0,-10.0,1350.0,,
39,fair_1,fair,0,4,10020.0,15.0,45.0,45.0,1.0,30.0,0.0,20.0,1502.25,,
39,max_1,max,0,4,10019.0,1.0,3.0,0.0,0.0,-1.0,3.0,19.0,204.75,,
39,rnd_1,random,0,4,10029.0,20.0,60.0,30.0,0.5,10.0,30.0,29.0,1380.0,,
40,fair_1,fair,0,4,10059.0,15.0,45.0,45.0,1.0,30.0,0.0,59.0,1502.25,,
40,max_1,max,0,4,10058.0,1.0,3.0,0.0,0.0,-1.0,3.0,58.0,207.75,,
40,rnd_1,random,0,4,10068.0,20.0,60.0,30.0,0.5,10.0,30.0,68.0,1410.0,,
41,fair_1,fair,0,4,10057.5,15.0,45.0,4.5,0.1,-10.5,40.5,57.5,1542.75,,
41,max_1,max,0,4,10056.5,1.0,3.0,0.0,0.0,-1.0,3.0,56.5,210.75,,
41,rnd_1,random,0,4,10096.5,20.0,60.0,60.0,1.0,40.0,0.0,96.5,1410.0,,
42,fair_1,fair,0,4,10082.5,20.0,60.0,6.0,0.1,-14.0,54.0,82.5,1596.75,,
42,max_1,max,0,4,10081.5,1.0,3.0,0.0,0.0,-1.0,3.0,81.5,213.75,,
42,rnd_1,random,0,4,10091.5,20.0,60.0,30.0,0.5,10.0,30.0,91.5,1440.0,,
43,fair_1,fair,0,4,10077.5,20.0,60.0,6.0,0.1,-14.0,54.0,77.5,1650.75,,
43,max_1,max,0,4,10076.5,1.0,3.0,0.0,0.0,-1.0,3.0,76.5,216.75,,
43,rnd_1,random,0,4,10056.5,20.0,60.0,0.0,0.0,-20.0,60.0,56.5,1500.0,,
44,fair_1,fair,0,4,10042.5,20.0,60.0,6.0,0.1,-14.0,54.0,42.5,1704.75,,
44,max_1,max,0,4,10041.5,1.0,3.0,0.0,0.0,-1.0,3.0,41.5,219.75,,
44,rnd_1,random,0,4,10066.5,20.0,60.0,45.0,0.75,25.0,15.0,66.5,1515.0,,
45,fair_1,fair,0,4,10052.5,20.0,60.0,6.0,0.1,-14.0,54.0,52.5,1758.75,,
45,max_1,max,0,4,10051.5,1.0,3.0,0.0,0.0,-1.0,3.0,51.5,222.75,,
45,rnd_1,random,0,4,10091.5,20.0,60.0,60.0,1.0,40.0,0.0,91.5,1515.0,,
46,fair_1,fair,0,4,10077.5,20.0,60.0,6.0,0.1,-14.0,54.0,77.5,1812.75,,
46,max_1,max,0,4,10076.5,1.0,3.0,0.0,0.0,-1.0,3.0,76.5,225.75,,
46,rnd_1,random,0,4,10056.5,20.0,60.0,0.0,0.0,-20.0,60.0,56.5,1575.0,,
47,fair_1,fair,0,4,10042.5,20.0,60.0,6.0,0.1,-14.0,54.0,42.5,1866.75,,
47,max_1,max,0,4,10041.5,1.0,3.0,0.0,0.0,-1.0,3.0,41.5,228.75,,
47,rnd_1,random,0,4,10066.5,20.0,60.0,45.0,0.75,25.0,15.0,66.5,1590.0,,
48,fair_1,fair,0,4,10052.5,20.0,60.0,6.0,0.1,-14.0,54.0,52.5,1920.75,,
48,max_1,max,0,4,10051.5,1.0,3.0,0.0,0.0,-1.0,3.0,51.5,231.75,,
48,rnd_1,random,0,4,10031.5,20.0,60.0,0.0,0.0,-20.0,60.0,31.5,1650.0,,
49,fair_1,fair,0,4,10021.0,15.0,45.0,4.5,0.1,-10.5,40.5,21.0,1961.25,,
49,max_1,max,0,4,10020.0,1.0,3.0,0.0,0.0,-1.0,3.0,20.0,234.75,,
49,rnd_1,random,0,4,10060.0,20.0,60.0,60.0,1.0,40.0,0.0,60.0,1650.0,,
50,fair_1,fair,0,4,10090.0,15.0,45.0,45.0,1.0,30.0,0.0,90.0,1961.25,,
50,max_1,max,0,4,10089.0,1.0,3.0,0.0,0.0,-1.0,3.0,89.0,237.75,,
50,rnd_1,random,0,4,10099.0,20.0,60.0,30.0,0.5,10.0,30.0,99.0,1680.0,,
51,fair_1,fair,0,4,10129.0,15.0,45.0,45.0,1.0,30.0,0.0,129.0,1961.25,,
51,max_1,max,0,4,10128.0,1.0,3.0,0.0,0.0,-1.0,3.0,128.0,240.75,,
51,rnd_1,random,0,4,10168.0,20.0,60.0,60.0,1.0,40.0,0.0,168.0,1680.0,,
52,fair_1,fair,0,4,10198.0,15.0,45.0,45.0,1.0,30.0,0.0,198.0,1961.25,,
52,max_1,max,0,4,10197.0,1.0,3.0,0.0,0.0,-1.0,3.0,197.0,243.75,,
52,rnd_1,random,0,4,10207.0,20.0,60.0,30.0,0.5,10.0,30.0,207.0,1710.0,,
53,fair_1,fair,0,4,10193.0,20.0,60.0,6.0,0.1,-14.0,54.0,193.0,2015.25,,
53,max_1,max,0,4,10192.0,1.0,3.0,0.0,0.0,-1.0,3.0,192.0,246.75,,
53,rnd_1,random,0,4,10232.0,20.0,60.0,60.0,1.0,40.0,0.0,232.0,1710.0,,
54,fair_1,fair,0,4,10218.0,20.0,60.0,6.0,0.1,-14.0,54.0,218.0,2069.25,,
54,max_1,max,0,4,10217.0,1.0,3.0,0.0,0.0,-1.0,3.0,217.0,249.75,,
54,rnd_1,random,0,4,10212.0,20.0,60.0,15.0,0.25,-5.0,45.0,212.0,1755.0,,
55,fair_1,fair,0,4,10198.0,20.0,60.0,6.0,0.1,-14.0,54.0,198.0,2123.25,,
55,max_1,max,0,4,10197.0,1.0,3.0,0.0,0.0,-1.0,3.0,197.0,252.75,,
55,rnd_1,random,0,4,10177.0,20.0,60.0,0.0,0.0,-20.0,60.0,177.0,1815.0,,
56,fair_1,fair,0,4,10163.0,20.0,60.0,6.0,0.1,-14.0,54.0,163.0,2177.25,,
56,max_1,max,0,4,10162.0,1.0,3.0,0.0,0.0,-1.0,3.0,162.0,255.75,,
56,rnd_1,random,0,4,10142.0,20.0,60.0,0.0,0.0,-20.0,60.0,142.0,1875.0,,
57,fair_1,fair,0,4,10128.0,20.0,60.0,6.0,0.1,-14.0,54.0,128.0,2231.25,,
57,max_1,max,0,4,10127.0,1.0,3.0,0.0,0.0,-1.0,3.0,127.0,258.75,,
57,rnd_1,random,0,4,10122.0,20.0,60.0,15.0,0.25,-5.0,45.0,122.0,1920.0,,
58,fair_1,fair,0,4,10108.0,20.0,60.0,6.0,0.1,-14.0,54.0,108.0,2285.25,,
58,max_1,max,0,4,10107.0,1.0,3.0,0.0,0.0,-1.0,3.0,107.0,261.75,,
58,rnd_1,random,0,4,10117.0,20.0,60.0,30.0,0.5,10.0,30.0,117.0,1950.0,,
59,fair_1,fair,0,4,10103.0,20.0,60.0,6.0,0.1,-14.0,54.0,103.0,2339.25,,
59,max_1,max,0,4,10102.0,1.0,3.0,0.0,0.0,-1.0,3.0,102.0,264.75,,
59,rnd_1,random,0,4,10082.0,20.0,60.0,0.0,0.0,-20.0,60.0,82.0,2010.0,,
60,fair_1,fair,0,4,10068.0,20.0,60.0,6.0,0.1,-14.0,54.0,68.0,2393.25,,
60,max_1,max,0,4,10067.0,1.0,3.0,0.0,0.0,-1.0,3.0,67.0,267.75,,
60,rnd_1,random,0,4,10062.0,20.0,60.0,15.0,0.25,-5.0,45.0,62.0,2055.0,,
61,fair_1,fair,0,4,10102.0,20.0,60.0,60.0,1.0,40.0,0.0,102.0,2393.25,,
61,max_1,max,0,4,10101.0,1.0,3.0,0.0,0.0,-1.0,3.0,101.0,270.75,,
61,rnd_1,random,0,4,10081.0,20.0,60.0,0.0,0.0,-20.0,60.0,81.0,2115.0,,
62,fair_1,fair,0,4,10111.0,15.0,45.0,45.0,1.0,30.0,0.0,111.0,2393.25,,
62,max_1,max,0,4,10110.0,1.0,3.0,0.0,0.0,-1.0,3.0,110.0,273.75,,
62,rnd_1,random,0,4,10135.0,20.0,60.0,45.0,0.75,25.0,15.0,135.0,2130.0,,
63,fair_1,fair,0,4,10165.0,15.0,45.0,45.0,1.0,30.0,0.0,165.0,2393.25,,
63,max_1,max,0,4,10164.0,1.0,3.0,0.0,0.0,-1.0,3.0,164.0,276.75,,
63,rnd_1,random,0,4,10174.0,20.0,60.0,30.0,0.5,10.0,30.0,174.0,2160.0,,
64,fair_1,fair,0,4,10160.0,20.0,60.0,6.0,0.1,-14.0,54.0,160.0,2447.25,,
64,max_1,max,0,4,10159.0,1.0,3.0,0.0,0.0,-1.0,3.0,159.0,279.75,,
64,rnd_1,random,0,4,10184.0,20.0,60.0,45.0,0.75,25.0,15.0,184.0,2175.0,,
65,fair_1,fair,0,4,10170.0,20.0,60.0,6.0,0.1,-14.0,54.0,170.0,2501.25,,
65,max_1,max,0,4,10169.0,1.0,3.0,0.0,0.0,-1.0,3.0,169.0,282.75,,
65,rnd_1,random,0,4,10179.0,20.0,60.0,30.0,0.5,10.0,30.0,179.0,2205.0,,
66,fair_1,fair,0,4,10165.0,20.0,60.0,6.0,0.1,-14.0,54.0,165.0,2555.25,,
66,max_1,max,0,4,10164.0,1.0,3.0,0.0,0.0,-1.0,3.0,164.0,285.75,,
66,rnd_1,random,0,4,10159.0,20.0,60.0,15.0,0.25,-5.0,45.0,159.0,2250.0,,
67,fair_1,fair,0,4,10145.0,20.0,60.0,6.0,0.1,-14.0,54.0,145.0,2609.25,,
67,max_1,max,0,4,10144.0,1.0,3.0,0.0,0.0,-1.0,3.0,144.0,288.75,,
67,rnd_1,random,0,4,10154.0,20.0,60.0,30.0,0.5,10.0,30.0,154.0,2280.0,,
68,fair_1,fair,0,4,10140.0,20.0,60.0,6.0,0.1,-14.0,54.0,140.0,2663.25,,
68,max_1,max,0,4,10139.0,1.0,3.0,0.0,0.0,-1.0,3.0,139.0,291.75,,
68,rnd_1,random,0,4,10149.0,20.0,60.0,30.0,0.5,10.0,30.0,149.0,2310.0,,
69,fair_1,fair,0,4,10135.0,20.0,60.0,6.0,0.1,-14.0,54.0,135.0,2717.25,,
69,max_1,max,0,4,10134.0,1.0,3.0,0.0,0.0,-1.0,3.0,134.0,294.75,,
69,rnd_1,random,0,4,10129.0,20.0,60.0,15.0,0.25,-5.0,45.0,129.0,2355.0,,
70,fair_1,fair,0,4,10169.0,20.0,60.0,60.0,1.0,40.0,0.0,169.0,2717.25,,
70,max_1,max,0,4,10168.0,1.0,3.0,0.0,0.0,-1.0,3.0,168.0,297.75,,
70,rnd_1,random,0,4,10178.0,20.0,60.0,30.0,0.5,10.0,30.0,178.0,2385.0,,
71,fair_1,fair,0,4,10208.0,15.0,45.0,45.0,1.0,30.0,0.0,208.0,2717.25,,
71,max_1,max,0,4,10207.0,1.0,3.0,0.0,0.0,-1.0,3.0,207.0,300.75,,
71,rnd_1,random,0,4,10187.0,20.0,60.0,0.0,0.0,-20.0,60.0,187.0,2445.0,,
